Gene stable ID	Chromosome/scaffold name	Gene end (bp)	Gene start (bp)	Gene name	Strand
ENSG00000278695	CHR_HSCHR22_1_CTG7	23961206	23957418	GSTT2B	-1
ENSG00000275146	11	93721621	93721542	RF00494	1
ENSG00000222467	2	121603164	121603073	RF00019	-1
ENSG00000207160	18	26366406	26366301	RNU6-1289P	-1
ENSG00000274704	14	49913760	49913493	RF00017	-1
ENSG00000206593	5	109014940	109014834	RNU6-47P	-1
ENSG00000208004	14	101056300	101056219	MIR323B	1
ENSG00000201129	1	154259862	154259727	SNORA58B	1
ENSG00000199786	5	102131135	102131007	RNA5SP188	-1
ENSG00000252029	8	12087445	12087396	RNA5SP253	-1
ENSG00000239010	4	40377513	40377452	RNU7-74P	-1
ENSG00000275071	13	55128444	55128285	RF02271	1
ENSG00000199390	14	100963130	100963054	SNORD114-7	1
ENSG00000206765	X	133531826	133531723	RNU6-203P	-1
ENSG00000201894	19	31787255	31787148	RNU6-967P	-1
ENSG00000266548	CHR_HSCHR6_MHC_APD_CTG1	31563765	31563664	RF00019	-1
ENSG00000222522	8	47979521	47979414	RNU6-519P	1
ENSG00000243976	14	100319370	100319073	RN7SL523P	-1
ENSG00000263474	CHR_HSCHR6_MHC_MCF_CTG1	31161633	31161534	RF00026	1
ENSG00000200040	6	75928625	75928513	RF00019	1
ENSG00000272237	2	227887744	227887631	RF00402	1
ENSG00000252506	1	229383188	229383128	RNU6-180P	1
ENSG00000207025	X	18396095	18395994	RF00019	-1
ENSG00000253039	1	44932431	44932323	RNA5SP47	1
ENSG00000206677	X	40492941	40492844	RF00019	1
ENSG00000200235	5	140579792	140579667	RF00443	1
ENSG00000199846	7	129484656	129484504	RNU1-72P	1
ENSG00000206588	14	34556389	34556226	RNU1-28P	-1
ENSG00000278406	2	192776073	192775943	RF01981	1
ENSG00000222076	15	95745994	95745804	RNU2-3P	1
ENSG00000207002	3	123814207	123814077	RF00392	1
ENSG00000207341	1	166042350	166042244	RNA5SP64	1
ENSG00000206937	2	61417378	61417244	SNORA70B	-1
ENSG00000276628	CHR_HSCHR19LRC_LRC_I_CTG3_1	54160192	54156127	LENG1	-1
ENSG00000200250	2	127316979	127316873	RNU6-1147P	1
ENSG00000273964	13	28629883	28629794	RF00019	1
ENSG00000275384	CHR_HSCHR19LRC_COX2_CTG3_1	54081380	54069947	TARM1	-1
ENSG00000206712	3	98805084	98804978	RNU6-26P	-1
ENSG00000199964	2	64834157	64834056	RF00019	-1
ENSG00000206615	22	31388837	31388733	RNU6-338P	-1
ENSG00000238554	6	36639672	36639545	RNU1-88P	-1
ENSG00000266503	22	28643270	28642979	RN7SL162P	-1
ENSG00000238721	4	150209768	150209706	RNU7-194P	1
ENSG00000199370	7	148389859	148389645	RF00012	1
ENSG00000222174	18	586850	586517	RN7SKP146	-1
ENSG00000276680	6	144007464	144007227	RF02143	1
ENSG00000201372	20	43473119	43473013	RNU6-1251P	1
ENSG00000238441	5	35633024	35632963	RNU7-130P	-1
ENSG00000275305	20	30816274	30816156	RNA5SP528	-1
ENSG00000209702	19	12706518	12706449	SNORD41	-1
ENSG00000199620	8	26136998	26136880	RNA5SP258	1
ENSG00000252725	9	38680104	38680006	RNU6-765P	1
ENSG00000251834	9	15432006	15431899	RNU6-319P	-1
ENSG00000199436	14	21392253	21392150	SNORD9	-1
ENSG00000239367	19	1570860	1570575	RN7SL477P	-1
ENSG00000201704	15	59574222	59574103	RNA5SP396	-1
ENSG00000199979	16	68885677	68885576	RF00019	-1
ENSG00000222774	11	127406332	127406028	RN7SKP121	-1
ENSG00000207270	2	149610774	149610668	RNU6-601P	-1
ENSG00000244256	1	63656047	63655743	RN7SL130P	1
ENSG00000281394	1	155926086	155925958	SCARNA4	-1
ENSG00000206680	1	92837383	92837289	SNORD21	1
ENSG00000212391	2	226969122	226968989	RF00554	-1
ENSG00000201311	2	82307168	82307067	RF00019	-1
ENSG00000201786	4	153267010	153266909	RF00019	-1
ENSG00000276824	6	33899200	33899135	MIR7159	1
ENSG00000277457	CHR_HSCHR19LRC_LRC_S_CTG3_1	54160192	54156127	LENG1	-1
ENSG00000252236	1	156192203	156192063	RF00568	-1
ENSG00000264099	5	72169540	72169467	MIR4803	1
ENSG00000277313	1	120228295	120228046	RF00100	-1
ENSG00000199913	7	73095458	73095357	RF00019	1
ENSG00000274121	1	231815186	231814982	RF02102	1
ENSG00000265669	6	132115263	132115192	MIR548AJ1	-1
ENSG00000202373	15	25249279	25249198	SNORD115-43	1
ENSG00000238901	8	122671394	122671291	RF01210	1
ENSG00000263963	5	134928112	134928039	MIR4461	1
ENSG00000202427	2	113681217	113681111	RNU6-744P	1
ENSG00000240936	6	6938897	6938606	RN7SL554P	-1
ENSG00000200345	12	7118891	7118785	RNU6-485P	1
ENSG00000276872	KI270727.1	418206	417283	AC171558.4	1
ENSG00000243562	11	440693	440399	RN7SL838P	-1
ENSG00000266287	7	7067045	7066964	MIR3683	-1
ENSG00000207310	3	119341940	119341834	RNU6-1127P	-1
ENSG00000201487	1	75789548	75789477	SNORD45B	1
ENSG00000241175	15	50244931	50244628	RN7SL494P	-1
ENSG00000200867	4	7112399	7112088	RN7SKP36	-1
ENSG00000263762	8	10667070	10666978	MIR4286	1
ENSG00000251829	17	15782455	15782341	RNA5SP436	1
ENSG00000276048	2	44937696	44937426	RF02250	1
ENSG00000207704	8	123348130	123348034	MIR548AA1	1
ENSG00000206855	10	68911759	68911653	RNU6-571P	-1
ENSG00000207244	8	8961708	8961575	RF00156	1
ENSG00000199224	7	115833373	115833273	RF00019	-1
ENSG00000206909	5	171366252	171366118	SNORA70J	1
ENSG00000277713	9	130626363	130626297	MIR6856	1
ENSG00000199282	13	72586810	72586680	RF00411	1
ENSG00000264879	20	20316994	20316755	RN7SL690P	1
ENSG00000252211	19	58363562	58363438	RNA5SP473	1
ENSG00000284054	8	144262737	144262673	MIR7112	-1
ENSG00000243991	3	193740715	193740471	RN7SL447P	-1
ENSG00000276528	7	27096248	27096124	RF01975	1
ENSG00000207319	2	206701185	206701065	RF00019	-1
ENSG00000222765	4	65807435	65807240	RNU2-40P	-1
ENSG00000277120	X	2609254	2609191	MIR6089	1
ENSG00000199592	10	77587159	77587049	RNA5SP321	1
ENSG00000252294	X	102678813	102678707	RNU6-589P	-1
ENSG00000210049	MT	647	577	MT-TF	1
ENSG00000211459	MT	1601	648	MT-RNR1	1
ENSG00000210077	MT	1670	1602	MT-TV	1
ENSG00000210082	MT	3229	1671	MT-RNR2	1
ENSG00000209082	MT	3304	3230	MT-TL1	1
ENSG00000198888	MT	4262	3307	MT-ND1	1
ENSG00000210100	MT	4331	4263	MT-TI	1
ENSG00000210107	MT	4400	4329	MT-TQ	-1
ENSG00000210112	MT	4469	4402	MT-TM	1
ENSG00000198763	MT	5511	4470	MT-ND2	1
ENSG00000210117	MT	5579	5512	MT-TW	1
ENSG00000210127	MT	5655	5587	MT-TA	-1
ENSG00000210135	MT	5729	5657	MT-TN	-1
ENSG00000210140	MT	5826	5761	MT-TC	-1
ENSG00000210144	MT	5891	5826	MT-TY	-1
ENSG00000198804	MT	7445	5904	MT-CO1	1
ENSG00000210151	MT	7514	7446	MT-TS1	-1
ENSG00000210154	MT	7585	7518	MT-TD	1
ENSG00000198712	MT	8269	7586	MT-CO2	1
ENSG00000210156	MT	8364	8295	MT-TK	1
ENSG00000283978	17	31575521	31575411	MIR365B	1
ENSG00000206965	2	174558072	174557966	RNU6-5P	-1
ENSG00000228253	MT	8572	8366	MT-ATP8	1
ENSG00000283923	7	117020319	117020211	MIR6132	1
ENSG00000206772	11	112352662	112352556	RNU6-44P	-1
ENSG00000222552	1	159178559	159178473	RNA5SP60	1
ENSG00000198899	MT	9207	8527	MT-ATP6	1
ENSG00000252927	16	9600228	9600097	RNA5SP404	1
ENSG00000283736	16	15643372	15643294	MIR484	1
ENSG00000198938	MT	9990	9207	MT-CO3	1
ENSG00000273544	1	28580512	28580381	SNORA44	-1
ENSG00000210164	MT	10058	9991	MT-TG	1
ENSG00000198840	MT	10404	10059	MT-ND3	1
ENSG00000210174	MT	10469	10405	MT-TR	1
ENSG00000212907	MT	10766	10470	MT-ND4L	1
ENSG00000278515	CHR_HSCHR17_7_CTG4	36405304	36405198	RF00026	-1
ENSG00000200336	11	18248506	18248389	RNA5SP333	-1
ENSG00000276552	CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1	54899138	54899032	RF00026	-1
ENSG00000200253	10	87041341	87041238	RNU6-529P	-1
ENSG00000198886	MT	12137	10760	MT-ND4	1
ENSG00000201464	6	79302066	79301963	RF00019	-1
ENSG00000276345	KI270721.1	11802	2585	AC004556.1	1
ENSG00000210176	MT	12206	12138	MT-TH	1
ENSG00000207475	1	155920045	155919909	SNORA80E	-1
ENSG00000210184	MT	12265	12207	MT-TS2	1
ENSG00000210191	MT	12336	12266	MT-TL2	1
ENSG00000278274	1	28579893	28579764	SNORA61	-1
ENSG00000198786	MT	14148	12337	MT-ND5	1
ENSG00000252950	21	32563210	32563075	RNA5SP490	1
ENSG00000222990	14	88513663	88513498	RNU4-22P	1
ENSG00000198695	MT	14673	14149	MT-ND6	-1
ENSG00000212475	12	33576200	33576095	RNU6-400P	1
ENSG00000284251	3	48578977	48578902	MIR711	-1
ENSG00000210194	MT	14742	14674	MT-TE	-1
ENSG00000275646	5	136133826	136133696	RF02174	1
ENSG00000198727	MT	15887	14747	MT-CYB	1
ENSG00000206835	1	232832187	232832017	RNU1-74P	-1
ENSG00000265074	CHR_HSCHR6_MHC_MANN_CTG1	32672615	32672452	RF00003	-1
ENSG00000210195	MT	15953	15888	MT-TT	1
ENSG00000200254	1	42569139	42569033	RNU6-536P	1
ENSG00000210196	MT	16023	15956	MT-TP	-1
ENSG00000283367	3	91356914	91356755	RF01699	1
ENSG00000266139	2	111321086	111321013	MIR4435-2	-1
ENSG00000266307	16	85306325	85306226	MIR5093	-1
ENSG00000201026	5	2184820	2184710	RF00019	1
ENSG00000283490	19	53708835	53708735	MIR518C	1
ENSG00000207177	5	110684927	110684794	RF00432	-1
ENSG00000276094	9	41573606	41573512	RF00156	-1
ENSG00000276105	11	2674292	2674097	RF01947	1
ENSG00000277617	1	32269597	32269338	RF00017	-1
ENSG00000201393	10	78367623	78367507	RF00056	1
ENSG00000222952	1	13623284	13623184	RNA5SP41	-1
ENSG00000272344	14	100982046	100981975	SNORD114-21	1
ENSG00000201348	20	8831393	8831186	RNU105B	1
ENSG00000241246	9	124607458	124607159	RN7SL302P	1
ENSG00000244642	8	119862956	119862662	RN7SL396P	1
ENSG00000252959	4	166053287	166053187	RNA5SP170	-1
ENSG00000278553	CHR_HSCHR17_1_CTG5	45741258	45740978	RF00017	-1
ENSG00000243544	3	121654296	121653994	RN7SL172P	-1
ENSG00000281780	2	206161929	206161841	RF00134	1
ENSG00000274510	9	125417586	125417305	RF00017	1
ENSG00000283372	15	98026139	98026042	RF00026	1
ENSG00000277900	X	97081956	97081674	RF00017	1
ENSG00000238302	12	89282285	89282223	RNU7-120P	-1
ENSG00000277569	X	28495663	28495555	MIR6134	-1
ENSG00000266240	4	13627957	13627865	MIR5091	1
ENSG00000274520	2	44932406	44932320	RF02246	1
ENSG00000201512	20	38429803	38429670	SNORA71C	-1
ENSG00000208883	X	110225063	110224985	SNORD96B	-1
ENSG00000284463	4	112648557	112648485	MIR302B	-1
ENSG00000274790	21	6223580	6223480	RF00019	-1
ENSG00000239078	8	9072516	9072455	RNU7-55P	-1
ENSG00000275453	20	38516632	38516563	MIR548O2	1
ENSG00000212550	15	45003028	45002864	RNU1-78P	-1
ENSG00000201898	1	224179767	224179641	RF00139	1
ENSG00000252486	X	27252235	27252119	RF00019	-1
ENSG00000252498	6	75644177	75644084	RNU6-1016P	1
ENSG00000251819	15	100551922	100551820	RNU6-322P	-1
ENSG00000200629	7	129164961	129164849	RNY1P11	1
ENSG00000263615	13	99643149	99643059	MIR4306	1
ENSG00000251866	1	15542304	15542165	SCARNA21B	1
ENSG00000221363	18	22130729	22130603	RNU6ATAC20P	-1
ENSG00000222486	13	81265837	81265747	RNU6-77P	1
ENSG00000274848	16	30816302	30816030	RF00017	1
ENSG00000200571	3	136430183	136430084	RNU6-1284P	-1
ENSG00000207046	14	37434573	37434469	RNU6-886P	-1
ENSG00000252307	4	9411253	9411178	RNA5SP153	-1
ENSG00000207417	8	74376793	74376687	RF00019	1
ENSG00000211538	X	50009805	50009722	MIR501	1
ENSG00000221269	9	97363681	97363554	MIR1302-8	-1
ENSG00000221669	7	34940834	34940760	MIR548N	-1
ENSG00000238584	22	35249833	35249772	RNU7-167P	1
ENSG00000284047	7	2257577	2257515	MIR6836	-1
ENSG00000200591	1	32640052	32639951	RF00019	1
ENSG00000200575	1	61816522	61816419	RNU6-414P	1
ENSG00000221476	12	100189949	100189884	MIR1827	1
ENSG00000284146	3	197674576	197674496	MIR922	-1
ENSG00000252757	4	86336614	86336318	RN7SKP96	-1
ENSG00000264171	13	39664135	39664034	MIR4305	-1
ENSG00000199914	14	100973664	100973595	SNORD114-16	1
ENSG00000251851	21	20355852	20355748	RNU6-772P	-1
ENSG00000275863	19	55123292	55123225	MIR7975	-1
ENSG00000207546	12	64622605	64622509	MIR548C	1
ENSG00000207260	4	109992431	109992325	RNU6-35P	1
ENSG00000200888	17	45071543	45071442	RF00019	1
ENSG00000274306	19	49682195	49682117	MIR5088	1
ENSG00000200869	16	6874005	6873899	RNU6-457P	1
ENSG00000207185	11	118594093	118593988	RNU6-1157P	1
ENSG00000201243	11	109005623	109005517	RNU6-654P	1
ENSG00000277255	16	81533966	81533902	MIR7854	1
ENSG00000273927	7	73039186	73039085	RF00019	1
ENSG00000222432	7	77895992	77895880	RF00019	1
ENSG00000212389	2	147877528	147877422	RNU6-1275P	1
ENSG00000277242	CHR_HSCHR16_1_CTG1	16399327	16399228	RF00019	-1
ENSG00000252714	15	40331648	40331537	RNA5SP392	-1
ENSG00000252460	4	103924641	103924540	RNU6-635P	1
ENSG00000263944	11	59291333	59291052	RN7SL435P	-1
ENSG00000200163	15	25203308	25203227	SNORD115-18	1
ENSG00000223006	4	121061478	121061172	RN7SKP137	-1
ENSG00000275994	4	118279320	118279190	SNORA24	1
ENSG00000278348	15	74162620	74162340	RF00017	-1
ENSG00000201945	12	121107174	121107043	RF00156	1
ENSG00000206899	12	97721822	97721716	RNU6-36P	1
ENSG00000275558	8	143542398	143542110	RN7SKP175	1
ENSG00000276047	5	123071080	123070782	RN7SL711P	1
ENSG00000253016	12	38274549	38274448	RF00019	-1
ENSG00000212273	8	133644725	133644598	RF00561	-1
ENSG00000199833	15	25208163	25208083	SNORD115-21	1
ENSG00000200121	2	175176586	175176493	RF00019	-1
ENSG00000201654	14	32202151	32202045	RNU6-7	1
ENSG00000278072	3	116716624	116716460	RF01879	1
ENSG00000283575	1	180758817	180758722	RF00026	1
ENSG00000273727	1	120355148	120354987	RF00003	1
ENSG00000200852	X	9133946	9133828	RNA5SP499	1
ENSG00000252105	1	143791687	143791542	RNU1-143P	-1
ENSG00000272359	3	196747324	196747192	RNU4-89P	-1
ENSG00000238316	1	26642389	26642286	RF01210	-1
ENSG00000266754	10	103974814	103974515	RN7SL524P	-1
ENSG00000243015	12	93509768	93509487	RN7SL737P	1
ENSG00000222511	1	8796673	8796571	RF00019	-1
ENSG00000252533	5	139221837	139221758	RNU6-572P	1
ENSG00000202211	15	43247781	43247680	RF00019	1
ENSG00000278422	15	84205700	84205454	RN7SL331P	-1
ENSG00000264357	7	2527145	2527074	MIR4648	1
ENSG00000201584	2	121040710	121040610	RF00019	-1
ENSG00000199506	12	95792635	95792529	RNU6-247P	-1
ENSG00000199924	4	52494952	52494849	RNU6-1252P	1
ENSG00000277845	CHR_HSCHR8_3_CTG7	143542398	143542110	RN7SKP175	1
ENSG00000212511	15	36852859	36852640	RF00012	1
ENSG00000266886	CHR_HSCHR6_MHC_QBL_CTG1	31360340	31360234	RF00026	1
ENSG00000239471	15	20096029	20095733	RN7SL584P	-1
ENSG00000274566	CHR_HSCHR19LRC_LRC_S_CTG3_1	55045969	55021410	GP6	-1
ENSG00000199458	6	121454121	121453981	RNU4-35P	-1
ENSG00000243339	3	196400207	196399911	RN7SL738P	1
ENSG00000251935	2	190553480	190553264	RN7SKP179	-1
ENSG00000275634	5	60488327	60488078	RF02160	1
ENSG00000252639	10	27193500	27193358	RNU2-24P	-1
ENSG00000212224	20	41712600	41712479	RF00568	-1
ENSG00000278549	1	145850645	145850587	MIR6736	-1
ENSG00000278421	X	74274411	74274341	RF02119	1
ENSG00000252474	14	49839827	49839725	RNU6-539P	1
ENSG00000240189	8	33580508	33580210	RN7SL621P	-1
ENSG00000221783	7	21471146	21471058	MIR1183	1
ENSG00000252290	1	237555171	237555040	RF00402	-1
ENSG00000212279	15	74491028	74490959	RF00591	-1
ENSG00000278573	KI270734.1	60316	59711	AC007325.3	1
ENSG00000285332	CHR_HSCHR12_3_CTG2	10884255	10881011	AC006518.8	-1
ENSG00000206625	15	67840045	67839939	RNU6-1	-1
ENSG00000252674	2	124933020	124932915	RNA5SP102	1
ENSG00000263701	CHR_HSCHR6_MHC_MANN_CTG1	31413256	31413150	RF00026	1
ENSG00000265929	14	106850999	106850885	MIR5195	-1
ENSG00000199201	10	73192325	73192223	RF00019	-1
ENSG00000241807	15	75785354	75785134	RN7SL319P	1
ENSG00000272469	8	73834042	73833773	RN7SL760P	-1
ENSG00000222361	15	98074763	98074667	RNU6-1186P	-1
ENSG00000201355	1	228639455	228639337	RNA5S14	-1
ENSG00000221059	3	87910345	87910220	RNU6ATAC6P	1
ENSG00000209482	22	39315307	39315213	SNORD83A	-1
ENSG00000252458	5	159230322	159230194	RF00263	1
ENSG00000277264	6	32179876	32179816	MIR6833	1
ENSG00000277127	7	75058188	75057877	RF00017	1
ENSG00000252192	12	122492241	122492113	RF00411	-1
ENSG00000199855	10	27088427	27088321	RNU6-490P	-1
ENSG00000252750	1	112634784	112634719	RNU7-70P	-1
ENSG00000277039	5	154822258	154821943	RF00017	1
ENSG00000283894	3	75630858	75630763	MIR1324	1
ENSG00000275006	17	38089500	38089399	RF00019	1
ENSG00000265691	5	129397147	129397062	MIR4460	-1
ENSG00000243374	7	148438577	148438309	RN7SL72P	1
ENSG00000265281	16	56245623	56245520	MIR3935	1
ENSG00000277248	22	10736283	10736171	RF00004	-1
ENSG00000222345	3	52691453	52691378	RF00569	1
ENSG00000264733	16	12720371	12720321	MIR4718	1
ENSG00000251756	14	51692861	51692752	RNA5SP385	1
ENSG00000280968	22	29333267	29333158	MIR3653	-1
ENSG00000283561	14	101040148	101040069	MIR376A2	1
ENSG00000251828	5	80306368	80306235	RF00322	-1
ENSG00000252021	20	45004454	45004348	RF00019	1
ENSG00000265444	17	31094425	31094350	MIR4733	-1
ENSG00000251972	21	25943145	25943044	RNU6-123P	-1
ENSG00000201241	15	19883716	19883614	RNU6-978P	1
ENSG00000207363	X	107901246	107901145	RF00019	-1
ENSG00000222213	5	149606741	149606637	RNU6-588P	-1
ENSG00000207654	2	135665478	135665397	MIR128-1	1
ENSG00000266423	11	66934506	66934434	MIR3163	-1
ENSG00000266589	15	66497034	66496958	MIR4512	-1
ENSG00000275405	KI270713.1	22024	21861	RF00003	-1
ENSG00000283290	14	24352157	24352057	RF00026	-1
ENSG00000278770	17	45526746	45526466	RF00017	-1
ENSG00000283664	10	89063410	89063336	MIR4679-1	1
ENSG00000199691	20	38761842	38761528	RN7SKP173	1
ENSG00000200494	20	16670742	16670641	RF00019	-1
ENSG00000276120	CHR_HSCHR15_4_CTG8	30242815	30242579	RF00017	1
ENSG00000252532	10	43458129	43458065	RNU7-193P	1
ENSG00000206862	X	118569515	118569405	RF00019	-1
ENSG00000222579	12	104851918	104851824	RF00019	1
ENSG00000252861	5	84196989	84196883	RNU6-448P	1
ENSG00000278347	CHR_HSCHR6_MHC_MCF_CTG1	30114464	30114397	RF02218	1
ENSG00000221803	19	47755962	47755853	SNORD23	1
ENSG00000212329	18	14190806	14190700	RNU6-316P	1
ENSG00000277582	15	85210299	85210053	RN7SL428P	-1
ENSG00000244033	8	117018248	117017946	RN7SL228P	1
ENSG00000201579	12	56588621	56588518	RNU6-343P	1
ENSG00000241217	12	56670746	56670450	RN7SL809P	-1
ENSG00000274716	5	179492157	179492076	RF00015	-1
ENSG00000240306	9	26895970	26895678	RN7SL100P	1
ENSG00000275644	CHR_HSCHR19LRC_COX2_CTG3_1	54102740	54094681	OSCAR	-1
ENSG00000242818	10	119768538	119768247	RN7SL846P	1
ENSG00000242201	3	194145971	194145674	RN7SL215P	1
ENSG00000239899	2	11585047	11584773	RN7SL674P	1
ENSG00000202182	14	63848362	63848261	RF00019	-1
ENSG00000276081	1	77060202	77060143	MIR7156	1
ENSG00000207124	10	4515057	4514952	RNU6-163P	1
ENSG00000222874	20	46859672	46859333	RN7SKP33	1
ENSG00000274063	CHR_HSCHR6_MHC_COX_CTG1	29073129	29060593	AL662852.3	1
ENSG00000275724	CHR_HSCHR19LRC_LRC_T_CTG3_1	54107026	54102906	AC012314.15	1
ENSG00000252362	4	139231119	139231026	RNU6-506P	-1
ENSG00000200062	16	59540266	59540126	RNU4-58P	1
ENSG00000206636	12	7976360	7976259	RF00019	1
ENSG00000274889	CHR_HSCHR19LRC_LRC_S_CTG3_1	54081380	54069947	TARM1	-1
ENSG00000252747	12	88051778	88051701	RNA5SP364	1
ENSG00000272025	2	65158860	65158662	RF00090	1
ENSG00000276229	2	44935368	44935294	RF02248	1
ENSG00000239690	1	234904488	234904186	RN7SL668P	1
ENSG00000212172	12	22195629	22195469	RNU1-149P	-1
ENSG00000243398	3	172237591	172237326	RN7SL141P	1
ENSG00000252955	4	72965303	72965178	RNU4ATAC9P	1
ENSG00000276604	CHR_HSCHR19LRC_COX1_CTG3_1	54081380	54069947	TARM1	-1
ENSG00000266780	3	75214549	75214476	MIR4444-2	1
ENSG00000200840	13	28232607	28232501	RNU6-82P	1
ENSG00000274873	CHR_HSCHR19LRC_LRC_J_CTG3_1	54173691	54160649	AC012314.9	-1
ENSG00000252934	2	54167007	54166944	RNU7-172P	-1
ENSG00000241230	5	54048308	54048007	RN7SL801P	-1
ENSG00000202270	14	100969022	100968948	SNORD114-12	1
ENSG00000252422	20	18433944	18433842	RNA5SP476	1
ENSG00000241756	7	38531338	38531042	RN7SL83P	-1
ENSG00000274847	GL000194.1	115055	53594	MAFIP	-1
ENSG00000266564	1	22266300	22266239	MIR4418	1
ENSG00000239726	11	118931490	118931216	RN7SL688P	1
ENSG00000252764	8	100683574	100683488	RNU6-1092P	1
ENSG00000266015	14	102539726	102539644	MIR4309	1
ENSG00000272096	3	155437823	155437538	RN7SL715P	-1
ENSG00000273928	CHR_HSCHR14_3_CTG1	106661467	106661353	RF00001	1
ENSG00000200709	13	45551603	45551485	RNA5SP27	-1
ENSG00000200024	4	87744053	87743952	RF00019	-1
ENSG00000278590	2	85368580	85368282	RN7SL113P	1
ENSG00000206912	5	23299262	23299155	RF00019	1
ENSG00000242430	16	14602094	14601823	RN7SL274P	-1
ENSG00000239745	X	74390989	74390692	RN7SL790P	1
ENSG00000274216	15	37216898	37216617	RF00017	1
ENSG00000242315	8	100958180	100957883	RN7SL685P	1
ENSG00000249020	3	131479233	131479097	SNORA58	-1
ENSG00000199701	8	94713812	94713715	RF00019	-1
ENSG00000199327	3	125119200	125119097	RNU6-230P	-1
ENSG00000206999	1	75183147	75183045	RNU6-622P	1
ENSG00000265859	3	131985931	131985855	MIR5704	-1
ENSG00000240663	18	50207278	50206998	RN7SL310P	-1
ENSG00000201752	4	116839385	116839279	RNU6-119P	1
ENSG00000284012	7	100356721	100356651	MIR6840	1
ENSG00000206917	17	58677737	58677574	RNU1-52P	-1
ENSG00000278454	8	134600336	134600257	RF02213	1
ENSG00000278426	CHR_HSCHR19LRC_LRC_T_CTG3_1	54160192	54156127	LENG1	-1
ENSG00000252423	7	69401303	69401202	RNU6-229P	-1
ENSG00000251773	3	86235424	86235321	RNU6-1129P	1
ENSG00000223298	13	95310955	95310830	RNY3P8	-1
ENSG00000252182	16	35747140	35747032	RNA5SP413	1
ENSG00000251720	1	63536770	63536711	RNU7-123P	-1
ENSG00000273942	12	97492597	97492462	RF01963	1
ENSG00000275635	22	23137864	23137805	RF00066	-1
ENSG00000222355	7	53776324	53776136	RNU2-29P	1
ENSG00000206613	4	168686716	168686608	RNU6-1336P	-1
ENSG00000212396	10	93510680	93510548	RNA5SP323	-1
ENSG00000200924	2	43892796	43892690	RNU6-1048P	1
ENSG00000199477	13	45337609	45337480	SNORA31	-1
ENSG00000207317	5	140019592	140019492	RF00019	1
ENSG00000212620	4	79843228	79843102	RF00072	1
ENSG00000206727	15	25073201	25073107	SNORD116-9	1
ENSG00000277592	3	59584445	59584169	RF00017	1
ENSG00000251908	12	14250341	14250232	RNU6-491P	-1
ENSG00000206961	2	169728003	169727872	RF00432	1
ENSG00000266759	CHR_HSCHR6_MHC_COX_CTG1	31650811	31650698	RF00019	1
ENSG00000201312	1	185015067	185014951	RNA5SP72	-1
ENSG00000221036	14	101030129	101030052	MIR1193	1
ENSG00000283676	1	148334554	148334479	MIR5087	-1
ENSG00000270384	1	145431693	145431527	RF00003	-1
ENSG00000265258	11	2173138	2173063	MIR4686	1
ENSG00000207837	19	53721142	53721076	MIR517B	1
ENSG00000244710	6	106283711	106283413	RN7SL47P	-1
ENSG00000284343	15	75353685	75353611	MIR631	-1
ENSG00000200706	6	38207345	38207274	RF00279	1
ENSG00000273757	CHR_HSCHR1_4_CTG31	144551943	144551779	RF00003	-1
ENSG00000274078	CHR_HSCHR19LRC_LRC_I_CTG3_1	54195141	54190866	TSEN34	1
ENSG00000220986	5	69160939	69160806	SNORA50D	1
ENSG00000273642	CHR_HSCHR19LRC_LRC_J_CTG3_1	54107026	54102906	AC012314.1	1
